PPID,PP,EAL,SEN,HML,Re,Wr,Ma,Att8Est,Att8Act,Att8Diff,EngEst,EngAct,EngDiff,MathsEst,MathsAct,MathsDiff,EbaccEst,EbaccAct,EbaccDiff
15,1,1,0,M,4B,4,4C,3.7,2.8,-0.98,4.2,3,-1.15,3.4,2,-1.44,3.1,2.7,-0.44
751,0,0,0,M,4A,5,4A,4.5,5.8,1.29,4.9,6,1.05,4.3,5,0.71,4,4.5,0.53
648,1,0,1,M,5C,4,4B,4.5,0.8,-3.71,4.9,2,-2.94,4.3,2,-2.29,4,0,-3.97
1008,1,1,0,,,,,,5.3,,,6,,,5,,,5,
766,1,0,0,M,4B,4,4A,4.1,2.9,-1.19,4.5,3,-1.52,3.8,2,-1.84,3.5,1.7,-1.83
1016,0,0,0,M,5C,4,3A,3.9,3.8,-0.15,4.3,5,0.68,3.6,2,-1.64,3.3,3.3,0.05
29,0,0,1,L,4C,3,3B,3,1.9,-1.14,3.4,3,-0.44,2.5,1,-1.54,2.4,1,-1.35
451,0,0,0,H,5B,5,6C,6.8,0,-6.81,6.9,0,-6.94,7,0,-7.01,6.7,0,-6.65
270,0,0,0,H,5C,4,5C,5.3,5.2,-0.1,5.6,6,0.38,5.1,5,-0.11,4.8,4,-0.82
796,0,0,0,H,5B,4,5A,6.8,4.6,-2.21,6.9,3,-3.94,7,7,-0.01,6.7,3.3,-3.32
203,0,0,0,H,5C,4,5B,6.1,3.8,-2.36,6.3,3,-3.34,6.2,5,-1.18,5.8,3,-2.82
52,0,0,0,L,3A,4,3B,2.7,2.2,-0.55,3.1,3,-0.12,2.3,2,-0.25,2.1,1.5,-0.56
289,0,0,0,M,4A,4,4B,4.1,2.5,-1.64,4.5,2,-2.53,3.8,3,-0.83,3.5,1.5,-1.99
856,0,0,1,M,4C,3,4C,3.2,2.6,-0.69,3.7,3,-0.7,2.9,3,0.14,2.6,1.5,-1.1
10,1,0,,M,4C,3,4B,3.4,1.9,-1.51,3.9,2,-1.86,3,2,-1.04,2.8,1.3,-1.43
695,,0,,M,4A,4,4A,4.5,5.1,0.54,4.9,6,1.05,4.3,4,-0.28,4,4.5,0.53
399,1,0,1,H,5B,5,5B,6.4,6,-0.43,6.6,6,-0.6,6.6,6,-0.58,6.2,5.5,-0.71
106,1,0,,H,5C,5,5A,6.1,5.6,-0.56,6.3,4,-2.34,6.2,7,0.81,5.8,4.7,-1.16
900,1,0,1,M,4B,3,4C,3.6,2.7,-0.91,4,3,-0.99,3.2,2,-1.24,2.9,1.5,-1.43
938,,0,,M,4B,3,4C,3.6,3.3,-0.31,4,5,1.01,3.2,2,-1.24,2.9,1.7,-1.26
572,,0,1,M,5C,4,4A,4.7,3.2,-1.57,5.1,4,-1.13,4.5,3,-1.53,4.2,1.7,-2.54
183,1,0,1,M,4A,3,3B,3.6,1.7,-1.91,4,3,-0.99,3.2,1,-2.23,2.9,0.3,-2.59
239,1,0,0,M,5C,4,4B,4.3,4.2,-0.14,4.7,6,1.29,4.1,3,-1.06,3.7,2.8,-0.89
442,0,0,0,L,4B,4,3B,3,2.9,-0.09,3.4,4,0.56,2.5,2,-0.55,2.4,2,-0.35
138,0,0,0,M,5C,3,3A,3.7,5,1.22,4.2,5,0.85,3.4,4,0.56,3.1,4,0.89
589,0,0,0,H,5B,4,5C,5.5,3.9,-1.62,5.9,6,0.14,5.4,4,-1.44,5.1,3,-2.14
870,0,0,0,,,,,,3.5,,,5,,,2,,,3.3,
53,0,0,1,M,4B,4,4C,3.7,3.4,-0.38,4.2,5,0.85,3.4,3,-0.44,3.1,2.2,-0.94
73,0,0,1,H,5C,5,5C,5.5,6.7,1.13,5.9,7,1.14,5.4,8,2.56,5.1,5.5,0.36
157,0,0,0,H,5B,4,5A,6.8,3.5,-3.31,6.9,5,-1.94,7,4,-3.02,6.7,1.8,-4.82
387,1,0,0,H,5A,5,5A,7.2,5.3,-1.97,7.3,8,0.7,7.5,5,-2.46,7.1,4.2,-2.96
207,0,0,0,M,5C,5,4A,5,6.5,1.47,5.4,7,1.63,4.8,5,0.19,4.5,7,2.49
414,0,0,0,M,3A,3,4C,3.2,3.5,0.25,3.7,3,-0.7,2.9,5,2.14,2.6,3,0.4
690,0,0,0,M,4A,4,5C,5,3.9,-1.08,5.4,3,-2.37,4.8,4,-0.81,4.5,2.8,-1.67
395,0,0,1,L,B,2,B,1.8,0.7,-1.11,2.1,1,-1.13,1.2,0,-1.2,1.3,0.3,-0.98
257,0,0,1,M,4C,3,4B,3.6,2.5,-1.06,4,2,-1.99,3.2,3,-0.23,2.9,0.7,-2.26
136,0,0,0,M,4A,5,4A,4.5,5.8,1.24,4.9,6,1.05,4.3,6,1.72,4,4.7,0.7
787,0,0,0,M,4A,4,4B,4.1,4.5,0.41,4.5,5,0.47,3.8,4,0.17,3.5,3.7,0.17
438,0,0,0,M,4A,5,5C,4.7,4.8,0.03,5.1,5,-0.13,4.5,5,0.47,4.2,3.7,-0.54
658,0,0,0,H,5C,4,5C,5.3,5.5,0.25,5.6,6,0.38,5.1,6,0.89,4.8,5,0.18
86,0,0,0,L,3C,4,4C,2.9,0,-2.86,3.3,0,-3.3,2.4,0,-2.39,2.2,0,-2.21
342,0,0,0,H,5C,4,4A,5.3,3.4,-1.9,5.6,5,-0.63,5.1,5,-0.11,4.8,1.5,-3.32
516,0,0,0,H,5C,5,5B,5.8,5.2,-0.64,6.1,5,-1.08,5.8,5,-0.8,5.5,4,-1.46
52,1,1,0,M,4C,4,4C,3.2,4.2,0.96,3.7,4,0.3,2.9,4,1.14,2.6,3,0.4
236,0,0,0,H,5C,5,5B,6.1,4.2,-1.91,6.3,5,-1.34,6.2,7,0.81,5.8,2.7,-3.16
1007,0,0,0,M,4A,3,4C,4.1,2.7,-1.44,4.5,3,-1.52,3.8,3,-0.83,3.5,1.5,-1.99
1028,0,0,0,L,3A,3,3C,2.7,3.3,0.55,3.1,4,0.88,2.3,3,0.75,2.1,2,-0.06
973,0,0,0,M,5C,4,3A,4.1,5.3,1.16,4.5,5,0.47,3.8,5,1.16,3.5,5,1.51
744,0,0,1,L,3B,3,3B,2.5,3.3,0.72,2.9,3,0.09,2.1,2,-0.08,1.9,2.5,0.59
173,0,0,1,H,4A,4,5C,5,6.2,1.22,5.4,6,0.63,4.8,7,2.19,4.5,6,1.49
597,0,0,0,M,4C,4,4B,3.6,2.8,-0.76,4,3,-0.99,3.2,2,-1.24,2.9,2.2,-0.76
612,0,0,0,M,5C,5,4A,4.7,6.9,2.13,5.1,8,2.87,4.5,6,1.47,4.2,6,1.8
844,1,0,0,L,3C,4,3C,2.1,0.5,-1.62,2.5,0,-2.51,1.6,1,-0.6,1.5,0.5,-1.04
550,0,0,0,H,5B,5,5B,6.1,6.8,0.69,6.3,9,2.66,6.2,5,-1.18,5.8,6,0.18
750,0,0,0,,,,,,3.5,,,2,,,5,,,3.5,
578,0,1,0,M,4B,4,4A,4.1,3.5,-0.59,4.5,3,-1.52,3.8,5,1.16,3.5,2.2,-1.33
580,1,0,0,,,,,,2.9,,,3,,,3,,,1.8,
790,1,0,1,L,B,2,3C,2,3.4,1.39,2.3,4,1.66,1.4,3,1.64,1.4,2.3,0.96
787,0,0,0,H,5B,5,5B,6.4,5.4,-1.08,6.6,6,-0.6,6.6,5,-1.58,6.2,4,-2.21
757,1,0,1,M,4C,2,4C,3.2,0.4,-2.85,3.7,0,-3.7,2.9,2,-0.86,2.6,0,-2.6
216,0,0,0,H,5C,5,5A,6.4,7.4,0.97,6.6,8,1.4,6.6,6,-0.58,6.2,7,0.79
222,0,1,0,M,4C,4,4A,3.9,4.4,0.5,4.3,4,-0.32,3.6,6,2.36,3.3,4,0.72
676,0,0,0,H,5B,5,4A,5.3,4.2,-1.05,5.6,6,0.38,5.1,3,-2.11,4.8,2.7,-2.15
436,1,0,0,M,5C,4,4A,4.7,3.1,-1.62,5.1,3,-2.13,4.5,5,0.47,4.2,1.5,-2.7
83,0,0,0,H,4B,4,5A,5.3,2.9,-2.33,5.6,3,-2.63,5.1,5,-0.11,4.8,1.8,-2.99
932,0,0,1,L,4C,3,3C,2.8,1,-1.78,3.2,2,-1.2,2.3,0,-2.32,2.1,0.3,-1.81
84,0,0,0,H,5B,4,5A,6.8,6,-0.81,6.9,5,-1.94,7,8,0.99,6.7,4.5,-2.15
13,1,1,0,H,5B,5,6B,6.8,6.2,-0.61,6.9,6,-0.94,7,7,-0.01,6.7,6,-0.65
755,0,0,0,L,3C,3,3B,2.4,1.5,-0.86,2.8,2,-0.76,1.9,1,-0.89,1.8,0.8,-0.94
559,1,0,0,L,3C,3,3B,2.4,2.5,0.06,2.8,3,0.24,1.9,2,0.11,1.8,0.7,-1.1
682,0,0,0,H,5B,5,5B,6.4,6.9,0.47,6.6,6,-0.6,6.6,8,1.42,6.2,7,0.79
264,1,0,0,M,4C,4,4A,3.9,4,0.05,4.3,4,-0.32,3.6,4,0.36,3.3,4,0.72
68,0,0,0,M,4A,5,4C,4.1,1.4,-2.74,4.5,2,-2.53,3.8,1,-2.84,3.5,0.3,-3.16
826,0,0,1,L,4C,3,3C,2.7,0.2,-2.53,3.1,0,-3.12,2.3,0,-2.25,2.1,0,-2.06
601,0,0,1,H,5C,3,5C,5.3,3.1,-2.2,5.6,3,-2.63,5.1,4,-1.11,4.8,1.8,-2.99
63,0,0,0,M,4A,4,4A,4.7,4.1,-0.67,5.1,4,-1.13,4.5,4,-0.53,4.2,3.2,-1.04
362,0,0,0,M,4C,4,4C,3.6,2.1,-1.51,4,3,-0.99,3.2,1,-2.23,2.9,1.2,-1.76
119,0,0,0,M,4C,4,4C,3.4,1.4,-2.01,3.9,2,-1.86,3,1,-2.05,2.8,0.8,-1.93
393,0,0,0,M,4B,4,5C,4.5,3.3,-1.21,4.9,3,-1.95,4.3,5,0.71,4,1.5,-2.47
825,0,1,0,,,,,,1.4,,,2,,,1,,,1.3,
765,0,0,1,H,5A,5,5B,6.8,7,0.19,6.9,7,0.06,7,7,-0.01,6.7,6,-0.65
733,1,0,1,M,5C,4,4B,4.5,1.1,-3.46,4.9,2,-2.94,4.3,0,-4.28,4,0.3,-3.63
954,0,0,1,M,4A,4,4B,4.1,4.1,-0.04,4.5,4,-0.52,3.8,3,-0.83,3.5,3.3,-0.16
350,0,0,0,H,4B,4,5A,5.3,4.5,-0.8,5.6,4,-1.63,5.1,5,-0.11,4.8,3.7,-1.15
493,0,0,0,H,5B,5,5C,6.1,3.9,-2.21,6.3,4,-2.34,6.2,4,-2.18,5.8,3,-2.82
132,0,1,0,M,5C,5,4B,4.3,4.4,0.11,4.7,5,0.29,4.1,4,-0.06,3.7,3.7,-0.05
233,1,0,0,M,5B,4,4B,4.7,3,-1.77,5.1,4,-1.13,4.5,3,-1.53,4.2,1.8,-2.37
925,0,0,0,M,4A,4,4C,3.7,3.4,-0.38,4.2,3,-1.15,3.4,3,-0.44,3.1,3,-0.11
640,1,0,1,M,4A,3,3B,3.2,0.6,-2.65,3.7,1,-2.7,2.9,0,-2.86,2.6,0,-2.6
479,1,0,0,M,4A,4,4B,4.1,3.1,-0.99,4.5,3,-1.52,3.8,3,-0.83,3.5,2.3,-1.16
276,0,0,1,M,4A,4,5C,4.7,8.4,3.68,5.1,9,3.87,4.5,8,3.47,4.2,8,3.8
444,0,0,0,H,5B,5,5C,5.8,6,0.21,6.1,7,0.92,5.8,5,-0.8,5.5,5.5,0.04
646,1,0,1,H,5C,4,5B,5.8,2.9,-2.94,6.1,3,-3.08,5.8,4,-1.79,5.5,2.3,-3.13
700,0,0,0,H,5B,5,5B,6.4,8,1.52,6.6,9,2.4,6.6,8,1.42,6.2,6.5,0.29
375,0,0,0,H,4A,4,5C,5.3,3.8,-1.5,5.6,4,-1.63,5.1,4,-1.11,4.8,1.7,-3.15
847,0,0,0,H,5A,5,5B,7.2,8.3,1.03,7.3,9,1.71,7.5,7,-0.47,7.1,8.5,1.38
54,0,0,0,M,4B,4,4B,3.7,3,-0.73,4.2,5,0.85,3.4,3,-0.44,3.1,2,-1.11
865,0,1,0,,,,,,3.4,,,3,,,5,,,2,
428,0,0,0,M,4C,4,4C,3.4,3.7,0.29,3.9,6,2.14,3,3,-0.05,2.8,2.3,-0.43
265,0,0,0,M,4B,3,4B,3.7,1.1,-2.63,4.2,3,-1.15,3.4,1,-2.44,3.1,0.7,-2.44
96,1,1,0,H,5B,5,4A,5.3,4.1,-1.2,5.6,5,-0.63,5.1,3,-2.11,4.8,3.7,-1.15
960,1,0,0,M,4A,3,3A,3.4,5.2,1.79,3.9,5,1.14,3,5,1.96,2.8,5.2,2.41
833,0,0,0,M,5C,4,4B,4.3,3.6,-0.74,4.7,4,-0.7,4.1,3,-1.06,3.7,2.7,-1.05
310,1,0,0,H,5C,4,5C,5.5,4.6,-0.92,5.9,6,0.14,5.4,5,-0.44,5.1,4,-1.14
629,1,0,0,M,4A,3,3A,3.6,2,-1.61,4,2,-1.99,3.2,2,-1.24,2.9,1.2,-1.76
832,1,0,0,M,5C,4,4B,4.5,1.1,-3.46,4.9,2,-2.94,4.3,1,-3.29,4,1.2,-2.8
444,0,0,0,M,5B,4,4B,4.7,4.8,0.08,5.1,5,-0.13,4.5,4,-0.53,4.2,5,0.8
919,0,0,0,M,5C,4,4B,4.7,3.9,-0.82,5.1,5,-0.13,4.5,4,-0.53,4.2,3.3,-0.87
972,0,0,0,M,5C,4,4B,5,5.3,0.32,5.4,6,0.63,4.8,5,0.19,4.5,5.5,0.99
328,0,0,0,M,4B,4,4B,3.7,3.3,-0.48,4.2,4,-0.15,3.4,3,-0.44,3.1,2,-1.11
1015,0,0,0,M,4B,4,4C,3.6,3.7,0.14,4,4,0.01,3.2,3,-0.23,2.9,3,0.07
83,0,0,1,M,4B,3,4C,3.7,3.3,-0.43,4.2,3,-1.15,3.4,4,0.56,3.1,2.5,-0.61
783,0,0,1,M,4C,3,4B,3.7,3,-0.73,4.2,2,-2.15,3.4,4,0.56,3.1,1.8,-1.27
65,0,0,0,H,4A,4,5B,5,4.3,-0.68,5.4,4,-1.37,4.8,5,0.19,4.5,3.7,-0.84
317,1,0,0,M,4B,4,4C,3.7,3,-0.78,4.2,3,-1.15,3.4,3,-0.44,3.1,2.3,-0.77
868,0,0,0,H,5B,5,4B,5,2,-2.98,5.4,3,-2.37,4.8,1,-3.81,4.5,1.5,-3.01
837,0,0,0,H,5B,5,5C,5.8,3.7,-2.14,6.1,4,-2.08,5.8,4,-1.79,5.5,2.7,-2.79
294,1,0,0,M,5C,4,4B,4.5,1.1,-3.41,4.9,3,-1.95,4.3,1,-3.29,4,0.3,-3.63
431,0,1,0,M,5C,4,4B,4.7,3.8,-0.92,5.1,5,-0.13,4.5,3,-1.53,4.2,2,-2.2
19,0,0,0,M,4B,4,4A,4.1,4.2,0.06,4.5,4,-0.52,3.8,5,1.16,3.5,3.7,0.17
596,0,0,0,M,4A,4,4A,4.7,3.3,-1.47,5.1,3,-2.13,4.5,3,-1.53,4.2,2.2,-2.04
402,1,0,0,H,5C,4,4A,5,0.7,-4.28,5.4,1,-4.36,4.8,2,-2.81,4.5,0,-4.51
415,0,0,0,M,3A,4,4B,3.2,2.1,-1.14,3.7,3,-0.7,2.9,2,-0.86,2.6,0,-2.6
47,0,0,0,M,4C,4,4B,3.7,3.5,-0.23,4.2,5,0.85,3.4,4,0.56,3.1,3,-0.11
483,0,0,0,H,4A,4,5C,5.3,5,-0.25,5.6,6,0.38,5.1,5,-0.11,4.8,4,-0.82
226,1,0,0,M,4A,4,4A,4.7,2.6,-2.12,5.1,3,-2.13,4.5,4,-0.53,4.2,2.7,-1.54
429,1,0,1,M,4A,4,4C,3.9,1.5,-2.43,4.3,2,-2.32,3.6,2,-1.64,3.3,0.3,-2.95
23,0,0,0,M,4A,5,4A,4.7,3.4,-1.32,5.1,4,-1.13,4.5,4,-0.53,4.2,3,-1.2
378,0,0,0,M,4B,4,4C,3.4,2.1,-1.31,3.9,2,-1.86,3,2,-1.04,2.8,1.5,-1.26
714,0,0,0,H,5B,5,4A,5.3,2.2,-3.05,5.6,1,-4.63,5.1,3,-2.11,4.8,0.7,-4.15
638,0,0,1,M,4A,4,4A,4.7,3.7,-1.02,5.1,4,-1.13,4.5,4,-0.53,4.2,3,-1.2
947,0,0,0,H,5C,4,5B,5.8,5.5,-0.34,6.1,6,-0.08,5.8,5,-0.8,5.5,3.3,-2.13
74,0,0,0,M,4A,5,4A,4.7,3.4,-1.32,5.1,4,-1.13,4.5,4,-0.53,4.2,3.3,-0.87
672,0,0,1,M,4B,3,4C,3.4,3.3,-0.16,3.9,3,-0.86,3,4,0.95,2.8,2.2,-0.59
864,0,0,1,M,4C,4,4B,3.6,3.1,-0.51,4,4,0.01,3.2,3,-0.23,2.9,2.2,-0.76
382,0,0,0,M,4B,3,3A,3.2,1.7,-1.6,3.7,1,-2.7,2.9,2,-0.86,2.6,0.7,-1.93
418,1,0,1,M,4B,3,4A,4.5,2.4,-2.11,4.9,2,-2.94,4.3,3,-1.28,4,2,-1.97
898,0,0,1,L,4B,3,3C,2.9,2.1,-0.81,3.3,3,-0.3,2.4,2,-0.4,2.2,1.2,-1.05
664,0,0,0,H,5B,5,4A,5.8,5.2,-0.59,6.1,6,-0.08,5.8,5,-0.8,5.5,4.5,-0.96
85,1,0,0,M,4B,3,3B,3.2,1.9,-1.35,3.7,2,-1.7,2.9,2,-0.86,2.6,2,-0.6
530,0,0,0,M,5C,4,4A,4.7,5.7,0.98,5.1,7,1.87,4.5,5,0.47,4.2,4,-0.2
883,0,0,0,M,5C,5,4B,4.7,4.2,-0.57,5.1,5,-0.13,4.5,4,-0.53,4.2,3.3,-0.87
396,0,0,0,H,5C,4,5A,6.4,2.9,-3.53,6.6,2,-4.6,6.6,5,-1.58,6.2,2.8,-3.38
170,0,0,0,M,4A,4,3A,3.6,4.4,0.79,4,5,1.01,3.2,3,-0.23,2.9,3.3,0.41
274,1,0,0,M,4B,4,4B,3.7,3.1,-0.63,4.2,4,-0.15,3.4,4,0.56,3.1,1.8,-1.27
834,0,1,0,H,5C,5,5B,6.1,6.4,0.24,6.3,6,-0.34,6.2,8,1.82,5.8,5.5,-0.32
725,0,0,1,H,5C,4,5B,6.1,4.1,-2.06,6.3,4,-2.34,6.2,6,-0.19,5.8,2.3,-3.49
879,0,1,0,,,,,,4.7,,,5,,,6,,,5,
397,1,0,0,H,5B,5,5B,6.1,6.3,0.19,6.3,5,-1.34,6.2,9,2.82,5.8,5.2,-0.66
393,1,1,0,L,B,2,B,1.8,5.9,4.04,2.1,6,3.87,1.2,6,4.8,1.3,6,4.68
32,1,0,1,L,N,2,4C,2.4,0.2,-2.19,2.8,0,-2.76,1.9,1,-0.89,1.8,0,-1.77
7,1,0,0,M,4A,5,4A,4.5,6.2,1.64,4.9,8,3.06,4.3,4,-0.28,4,6.5,2.53
419,0,1,0,H,5B,4,6B,6.8,6.5,-0.31,6.9,6,-0.94,7,9,1.99,6.7,4.2,-2.49
106,0,0,0,M,4C,4,4B,3.6,4.3,0.69,4,6,2.02,3.2,4,0.76,2.9,2.7,-0.26
621,0,0,1,H,5B,4,5B,6.4,7.2,0.77,6.6,7,0.4,6.6,8,1.42,6.2,6.5,0.29
398,1,0,1,M,4A,4,5C,5,2.6,-2.38,5.4,4,-1.37,4.8,3,-1.81,4.5,1,-3.51
427,1,0,0,L,3C,3,4B,2.8,3.4,0.57,3.2,4,0.81,2.3,3,0.68,2.1,2.8,0.69
216,0,0,0,M,4B,4,4C,3.6,3.3,-0.26,4,3,-0.99,3.2,3,-0.23,2.9,2.3,-0.59
452,0,0,0,H,4B,4,5A,5,2.9,-2.08,5.4,3,-2.37,4.8,3,-1.81,4.5,1.8,-2.67
124,1,0,0,H,4A,4,5C,5.3,4.3,-0.95,5.6,4,-1.63,5.1,5,-0.11,4.8,2.8,-1.99
975,0,1,1,H,5C,4,5A,6.1,6,-0.08,6.3,5,-1.34,6.2,6,-0.19,5.8,6.3,0.43
412,0,0,0,H,5B,5,5B,6.4,6.2,-0.23,6.6,6,-0.6,6.6,7,0.42,6.2,5.5,-0.71
57,0,0,0,H,5C,5,5B,5.8,5.8,-0.04,6.1,5,-1.08,5.8,6,0.2,5.5,3.8,-1.63
182,0,0,0,M,5C,4,3A,3.9,3.5,-0.45,4.3,4,-0.32,3.6,2,-1.64,3.3,3,-0.28
408,1,0,0,H,4A,4,5B,5,4.8,-0.23,5.4,4,-1.37,4.8,5,0.19,4.5,3.3,-1.17
525,1,0,0,H,5C,4,5A,6.4,5.5,-0.98,6.6,5,-1.6,6.6,6,-0.58,6.2,3.3,-2.88
508,0,0,0,M,4B,4,4B,3.9,3.7,-0.2,4.3,4,-0.32,3.6,5,1.36,3.3,3,-0.28
515,0,0,0,M,4A,3,4B,4.1,5.8,1.66,4.5,4,-0.52,3.8,6,2.16,3.5,5.5,2.01
860,0,0,0,M,4B,4,4A,4.1,2,-2.07,4.5,2,-2.53,3.8,3,-0.83,3.5,1.2,-2.33
382,0,0,0,M,4C,4,5B,4.5,4.5,-0.01,4.9,5,0.05,4.3,6,1.72,4,3.3,-0.63
585,0,0,0,M,4B,4,5C,4.3,4,-0.34,4.7,3,-1.71,4.1,4,-0.06,3.7,3.8,0.11
333,0,0,0,H,5B,5,5B,6.1,6.8,0.64,6.3,9,2.66,6.2,6,-0.19,5.8,4.5,-1.32
1007,0,0,0,L,4C,3,3B,2.9,1.7,-1.16,3.3,2,-1.3,2.4,1,-1.39,2.2,1.3,-0.88
221,0,0,0,H,4A,4,5C,5.3,3.9,-1.35,5.6,4,-1.63,5.1,4,-1.11,4.8,2.8,-1.99
403,1,0,0,M,4A,5,4B,4.3,2.4,-1.91,4.7,4,-0.7,4.1,3,-1.06,3.7,1.3,-2.39
881,0,0,0,M,5C,4,4B,4.5,3.8,-0.76,4.9,5,0.05,4.3,3,-1.28,4,2.7,-1.3
913,1,0,0,M,5C,4,4A,5,6.1,1.07,5.4,6,0.63,4.8,7,2.19,4.5,6,1.49
801,0,0,0,H,4A,4,5C,5,4.2,-0.78,5.4,6,0.63,4.8,4,-0.81,4.5,3.3,-1.17
340,1,0,0,H,5C,4,4A,5.3,5.8,0.5,5.6,5,-0.63,5.1,5,-0.11,4.8,5,0.18
652,1,1,0,M,4A,4,4A,4.5,7.7,3.14,4.9,8,3.06,4.3,7,2.71,4,7,3.03
828,1,0,0,H,5A,5,5A,7.2,6.5,-0.72,7.3,6,-1.29,7.5,7,-0.47,7.1,5.5,-1.62
965,0,0,1,H,5A,4,5C,6.4,4.7,-1.73,6.6,5,-1.6,6.6,6,-0.58,6.2,3.3,-2.88
877,1,1,0,,,,,,7.4,,,7,,,8,,,8,
392,0,0,0,,,,,,3.8,,,4,,,3,,,2.8,
297,1,0,0,M,4A,3,4C,4.1,0.2,-3.89,4.5,0.5,-4.03,3.8,0,-3.84,3.5,0.3,-3.16
116,1,0,0,H,4A,4,5B,5.3,3.1,-2.15,5.6,4,-1.63,5.1,4,-1.11,4.8,1.7,-3.15
1005,0,0,1,H,4B,4,5B,5,1.1,-3.93,5.4,1,-4.36,4.8,2,-2.81,4.5,0.5,-4.01
669,1,0,0,M,4C,4,4C,3.1,0.8,-2.33,3.6,2,-1.59,2.7,0,-2.71,2.5,0,-2.48
972,0,0,0,H,5B,4,5C,5.5,4.2,-1.37,5.9,6,0.14,5.4,4,-1.44,5.1,2.7,-2.47
863,0,0,1,L,3C,3,3B,2.5,1.4,-1.11,2.9,2,-0.92,2.1,1,-1.08,1.9,0.5,-1.41
331,0,0,0,H,5B,5,5A,6.4,8.1,1.67,6.6,9,2.4,6.6,8,1.42,6.2,7,0.79
695,1,0,1,M,4B,4,4C,3.9,3.6,-0.35,4.3,3,-1.32,3.6,4,0.36,3.3,3.7,0.38
657,0,0,1,H,5B,5,5A,6.8,4.8,-2.06,6.9,3,-3.94,7,7,-0.01,6.7,5,-1.65
809,1,0,0,M,4B,4,4C,3.6,2.6,-0.98,4,3,-0.99,3.2,2,-1.24,2.9,2.3,-0.59
59,1,0,0,H,5B,5,5A,6.8,6.1,-0.71,6.9,7,0.06,7,8,0.99,6.7,5.5,-1.15
42,1,0,0,H,5B,5,5B,6.8,4.2,-2.66,6.9,7,0.06,7,5,-2.02,6.7,3,-3.65
534,0,0,0,H,5C,5,5B,5.8,6.4,0.56,6.1,7,0.92,5.8,6,0.2,5.5,5.5,0.04
585,0,0,1,L,3B,3,3C,2.5,2.3,-0.23,2.9,3,0.09,2.1,2,-0.08,1.9,0.7,-1.24
405,0,1,0,L,B,2,B,1.8,4,2.14,2.1,3,0.87,1.2,4,2.81,1.3,5.2,3.85
250,1,1,0,L,4B,3,N,2.6,1.7,-0.88,3,3,0.02,2.1,0,-2.12,1.9,0.8,-1.11
583,1,0,0,M,4B,4,4C,3.7,4.4,0.66,4.2,5,0.83,3.4,4,0.56,3.3,4,0.69
809,1,0,0,M,4A,5,4A,4.5,4.1,-0.44,4.9,5,0.1,4.3,4,-0.31,4.2,3,-1.21
714,0,0,0,H,5C,4,5B,6.1,3.4,-2.66,6.2,8,1.76,6.1,4,-2.13,6,1,-5.04
17,1,0,1,L,N,3,3C,2,0.2,-1.84,2.5,0,-2.46,1.5,0,-1.5,1.7,0,-1.66
4,1,0,0,M,4B,5,5C,4.5,2.2,-2.31,4.9,2,-2.89,4.3,4,-0.31,4.2,1,-3.21
387,1,0,0,L,3A,3,3B,2.8,2.4,-0.39,3.3,3,-0.29,2.4,2,-0.4,2.4,2.3,-0.06
706,0,0,1,M,3B,3,4B,3.2,2.7,-0.55,3.7,2,-1.73,2.9,4,1.09,2.8,2.7,-0.18
541,0,0,0,H,5C,5,5C,5.2,2.7,-2.53,5.6,3,-2.58,5.1,3,-2.13,5.1,2.7,-2.4
